2025-04-05 12:40:53,316:INFO:Step 0: Current Position = (0.07346, 0.08894, 0.12046), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.120889
2025-04-05 12:40:53,592:INFO:Step 18: Current Position = (0.10883, 0.08367, 0.16540), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.075105
2025-04-05 12:40:53,607:INFO:Step 19: Current Position = (0.11091, 0.08364, 0.16622), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.072983
2025-04-05 12:40:53,623:INFO:Step 20: Current Position = (0.11299, 0.08361, 0.16688), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.070874
2025-04-05 12:40:53,639:INFO:Step 21: Current Position = (0.11508, 0.08358, 0.16740), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.068775
2025-04-05 12:40:53,654:INFO:Step 22: Current Position = (0.11716, 0.08357, 0.16782), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.066680
2025-04-05 12:40:53,670:INFO:Step 23: Current Position = (0.11924, 0.08355, 0.16816), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.064589
2025-04-05 12:40:53,685:INFO:Step 24: Current Position = (0.12133, 0.08354, 0.16842), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.062501
2025-04-05 12:40:53,700:INFO:Step 25: Current Position = (0.12341, 0.08352, 0.16864), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.060414
2025-04-05 12:40:53,716:INFO:Step 26: Current Position = (0.12549, 0.08352, 0.16881), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.058328
2025-04-05 12:40:53,731:INFO:Step 27: Current Position = (0.12758, 0.08351, 0.16895), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.056242
2025-04-05 12:40:53,747:INFO:Step 28: Current Position = (0.12966, 0.08350, 0.16906), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.054158
2025-04-05 12:40:53,762:INFO:Step 29: Current Position = (0.13175, 0.08350, 0.16915), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.052073
2025-04-05 12:40:53,778:INFO:Step 30: Current Position = (0.13383, 0.08349, 0.16921), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.049993
2025-04-05 12:40:53,793:INFO:Step 31: Current Position = (0.13591, 0.08349, 0.16926), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.047909
2025-04-05 12:40:53,808:INFO:Step 32: Current Position = (0.13799, 0.08349, 0.16930), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.045826
2025-04-05 12:40:53,824:INFO:Step 33: Current Position = (0.14007, 0.08348, 0.16934), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.043743
2025-04-05 12:40:53,839:INFO:Step 34: Current Position = (0.14216, 0.08348, 0.16937), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.041660
2025-04-05 12:40:53,855:INFO:Step 35: Current Position = (0.14424, 0.08348, 0.16939), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.039578
2025-04-05 12:40:53,871:INFO:Step 36: Current Position = (0.14632, 0.08348, 0.16941), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.037495
2025-04-05 12:40:53,886:INFO:Step 37: Current Position = (0.14841, 0.08348, 0.16943), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.035412
2025-04-05 12:40:53,903:INFO:Step 38: Current Position = (0.15049, 0.08347, 0.16944), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.033330
2025-04-05 12:40:53,918:INFO:Step 39: Current Position = (0.15257, 0.08347, 0.16945), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.031247
2025-04-05 12:40:53,934:INFO:Step 40: Current Position = (0.15465, 0.08347, 0.16946), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.029164
2025-04-05 12:40:53,949:INFO:Step 41: Current Position = (0.15674, 0.08347, 0.16947), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.027081
2025-04-05 12:40:53,965:INFO:Step 42: Current Position = (0.15882, 0.08347, 0.16947), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.024998
2025-04-05 12:40:53,980:INFO:Step 43: Current Position = (0.16090, 0.08347, 0.16948), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.022915
2025-04-05 12:40:53,996:INFO:Step 44: Current Position = (0.16299, 0.08347, 0.16948), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.020832
2025-04-05 12:40:54,011:INFO:Step 45: Current Position = (0.16507, 0.08347, 0.16949), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.018749
2025-04-05 12:40:54,026:INFO:Step 46: Current Position = (0.16715, 0.08347, 0.16949), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.016665
2025-04-05 12:40:54,042:INFO:Step 47: Current Position = (0.16924, 0.08347, 0.16949), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.014581
2025-04-05 12:40:54,058:INFO:Step 48: Current Position = (0.17132, 0.08347, 0.16949), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.012498
2025-04-05 12:40:54,073:INFO:Step 49: Current Position = (0.17339, 0.08347, 0.16949), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.010432
2025-04-05 12:40:54,089:INFO:Step 50: Current Position = (0.17499, 0.08347, 0.16949), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.008824
2025-04-05 12:40:54,104:INFO:Step 51: Current Position = (0.17642, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.007400
2025-04-05 12:40:54,120:INFO:Step 52: Current Position = (0.17759, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.006223
2025-04-05 12:40:54,135:INFO:Step 53: Current Position = (0.17857, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.005248
2025-04-05 12:40:54,151:INFO:Step 54: Current Position = (0.17954, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.004273
2025-04-05 12:40:54,167:INFO:Step 55: Current Position = (0.18006, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.003756
2025-04-05 12:40:54,183:INFO:Step 56: Current Position = (0.18078, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.003038
2025-04-05 12:40:54,199:INFO:Step 57: Current Position = (0.18123, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.002587
2025-04-05 12:40:54,214:INFO:Step 58: Current Position = (0.18165, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.002168
2025-04-05 12:40:54,229:INFO:Step 59: Current Position = (0.18200, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.001820
2025-04-05 12:40:54,245:INFO:Step 60: Current Position = (0.18229, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.001527
2025-04-05 12:40:54,261:INFO:Step 61: Current Position = (0.18253, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.001285
2025-04-05 12:40:54,276:INFO:Step 62: Current Position = (0.18274, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.001075
2025-04-05 12:40:54,291:INFO:Step 63: Current Position = (0.18295, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.000865
2025-04-05 12:40:54,307:INFO:Step 64: Current Position = (0.18302, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.000796
2025-04-05 12:40:54,323:INFO:Step 65: Current Position = (0.18317, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.000644
2025-04-05 12:40:54,338:INFO:Step 66: Current Position = (0.18327, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.000544
2025-04-05 12:40:54,354:INFO:Step 67: Current Position = (0.18336, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 1.000000, Distance = 0.000453
2025-04-05 12:40:54,540:INFO:Step 0: Current Position = (0.18291, 0.08403, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.028475
2025-04-05 12:40:54,557:INFO:Step 1: Current Position = (0.18200, 0.08514, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.027063
2025-04-05 12:40:54,571:INFO:Step 2: Current Position = (0.18062, 0.08682, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.024951
2025-04-05 12:40:54,587:INFO:Step 3: Current Position = (0.17879, 0.08890, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.022286
2025-04-05 12:40:54,602:INFO:Step 4: Current Position = (0.17739, 0.09098, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.019815
2025-04-05 12:40:54,618:INFO:Step 5: Current Position = (0.17614, 0.09307, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.017410
2025-04-05 12:40:54,633:INFO:Step 6: Current Position = (0.17510, 0.09515, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.015093
2025-04-05 12:40:54,648:INFO:Step 7: Current Position = (0.17425, 0.09723, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.012841
2025-04-05 12:40:54,665:INFO:Step 8: Current Position = (0.17351, 0.09932, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.010630
2025-04-05 12:40:54,679:INFO:Step 9: Current Position = (0.17290, 0.10094, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.008894
2025-04-05 12:40:54,695:INFO:Step 10: Current Position = (0.17238, 0.10235, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.007394
2025-04-05 12:40:54,712:INFO:Step 11: Current Position = (0.17194, 0.10351, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.006158
2025-04-05 12:40:54,726:INFO:Step 12: Current Position = (0.17158, 0.10445, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.005143
2025-04-05 12:40:54,741:INFO:Step 13: Current Position = (0.17126, 0.10526, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.004279
2025-04-05 12:40:54,757:INFO:Step 14: Current Position = (0.17100, 0.10593, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.003564
2025-04-05 12:40:54,773:INFO:Step 15: Current Position = (0.17079, 0.10647, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.002976
2025-04-05 12:40:54,788:INFO:Step 16: Current Position = (0.17060, 0.10694, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.002475
2025-04-05 12:40:54,803:INFO:Step 17: Current Position = (0.17045, 0.10731, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.002068
2025-04-05 12:40:54,819:INFO:Step 18: Current Position = (0.17031, 0.10764, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.001720
2025-04-05 12:40:54,834:INFO:Step 19: Current Position = (0.17020, 0.10790, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.001432
2025-04-05 12:40:54,850:INFO:Step 20: Current Position = (0.17011, 0.10812, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.001196
2025-04-05 12:40:54,866:INFO:Step 21: Current Position = (0.17003, 0.10831, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.000995
2025-04-05 12:40:54,880:INFO:Step 22: Current Position = (0.16997, 0.10846, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.000829
2025-04-05 12:40:54,895:INFO:Step 23: Current Position = (0.16991, 0.10858, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.000692
2025-04-05 12:40:54,911:INFO:Step 24: Current Position = (0.16987, 0.10869, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0.000000, Distance = 0.000575
2025-04-05 12:40:54,926:INFO:Step 25: Current Position = (0.16983, 0.10878, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 1.000000, Distance = 0.000481
2025-04-05 12:40:55,113:INFO:Step 0: Current Position = (0.16969, 0.10934, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.028964
2025-04-05 12:40:55,129:INFO:Step 1: Current Position = (0.16962, 0.11045, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.027848
2025-04-05 12:40:55,144:INFO:Step 2: Current Position = (0.16954, 0.11213, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.026174
2025-04-05 12:40:55,159:INFO:Step 3: Current Position = (0.16948, 0.11421, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.024090
2025-04-05 12:40:55,176:INFO:Step 4: Current Position = (0.16943, 0.11629, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.022006
2025-04-05 12:40:55,191:INFO:Step 5: Current Position = (0.16939, 0.11838, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.019922
2025-04-05 12:40:55,207:INFO:Step 6: Current Position = (0.16935, 0.12046, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.017838
2025-04-05 12:40:55,222:INFO:Step 7: Current Position = (0.16932, 0.12255, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.015754
2025-04-05 12:40:55,237:INFO:Step 8: Current Position = (0.16930, 0.12463, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.013671
2025-04-05 12:40:55,253:INFO:Step 9: Current Position = (0.16927, 0.12671, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.011587
2025-04-05 12:40:55,270:INFO:Step 10: Current Position = (0.16926, 0.12869, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.009607
2025-04-05 12:40:55,284:INFO:Step 11: Current Position = (0.16924, 0.13031, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.007992
2025-04-05 12:40:55,301:INFO:Step 12: Current Position = (0.16923, 0.13164, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.006662
2025-04-05 12:40:55,316:INFO:Step 13: Current Position = (0.16922, 0.13277, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.005533
2025-04-05 12:40:55,331:INFO:Step 14: Current Position = (0.16921, 0.13370, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.004600
2025-04-05 12:40:55,346:INFO:Step 15: Current Position = (0.16920, 0.13446, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.003835
2025-04-05 12:40:55,362:INFO:Step 16: Current Position = (0.16919, 0.13511, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.003185
2025-04-05 12:40:55,378:INFO:Step 17: Current Position = (0.16919, 0.13565, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.002647
2025-04-05 12:40:55,394:INFO:Step 18: Current Position = (0.16918, 0.13609, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.002207
2025-04-05 12:40:55,409:INFO:Step 19: Current Position = (0.16918, 0.13647, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.001833
2025-04-05 12:40:55,425:INFO:Step 20: Current Position = (0.16918, 0.13677, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.001528
2025-04-05 12:40:55,441:INFO:Step 21: Current Position = (0.16917, 0.13703, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.001269
2025-04-05 12:40:55,456:INFO:Step 22: Current Position = (0.16917, 0.13724, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.001055
2025-04-05 12:40:55,472:INFO:Step 23: Current Position = (0.16917, 0.13742, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.000879
2025-04-05 12:40:55,489:INFO:Step 24: Current Position = (0.16917, 0.13757, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.000730
2025-04-05 12:40:55,503:INFO:Step 25: Current Position = (0.16917, 0.13769, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.000607
2025-04-05 12:40:55,518:INFO:Step 26: Current Position = (0.16916, 0.13779, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0.000000, Distance = 0.000505
2025-04-05 12:40:55,534:INFO:Step 27: Current Position = (0.16916, 0.13788, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 1.000000, Distance = 0.000419
2025-04-05 12:40:55,719:INFO:Step 0: Current Position = (0.16886, 0.13844, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.027415
2025-04-05 12:40:55,734:INFO:Step 1: Current Position = (0.16870, 0.13955, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.026294
2025-04-05 12:40:55,749:INFO:Step 2: Current Position = (0.16854, 0.14123, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.024616
2025-04-05 12:40:55,765:INFO:Step 3: Current Position = (0.16841, 0.14331, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.022531
2025-04-05 12:40:55,781:INFO:Step 4: Current Position = (0.16830, 0.14539, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.020445
2025-04-05 12:40:55,796:INFO:Step 5: Current Position = (0.16821, 0.14748, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.018360
2025-04-05 12:40:55,811:INFO:Step 6: Current Position = (0.16813, 0.14956, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.016275
2025-04-05 12:40:55,828:INFO:Step 7: Current Position = (0.16806, 0.15164, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.014191
2025-04-05 12:40:55,842:INFO:Step 8: Current Position = (0.16801, 0.15373, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.012107
2025-04-05 12:40:55,858:INFO:Step 9: Current Position = (0.16796, 0.15581, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.010023
2025-04-05 12:40:55,873:INFO:Step 10: Current Position = (0.16792, 0.15749, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.008341
2025-04-05 12:40:55,888:INFO:Step 11: Current Position = (0.16789, 0.15888, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.006952
2025-04-05 12:40:55,904:INFO:Step 12: Current Position = (0.16786, 0.16006, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.005774
2025-04-05 12:40:55,919:INFO:Step 13: Current Position = (0.16784, 0.16101, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.004816
2025-04-05 12:40:55,934:INFO:Step 14: Current Position = (0.16782, 0.16183, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.003999
2025-04-05 12:40:55,951:INFO:Step 15: Current Position = (0.16780, 0.16251, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.003324
2025-04-05 12:40:55,966:INFO:Step 16: Current Position = (0.16779, 0.16306, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.002771
2025-04-05 12:40:55,980:INFO:Step 17: Current Position = (0.16778, 0.16353, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.002302
2025-04-05 12:40:55,996:INFO:Step 18: Current Position = (0.16777, 0.16392, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.001913
2025-04-05 12:40:56,011:INFO:Step 19: Current Position = (0.16776, 0.16423, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.001595
2025-04-05 12:40:56,027:INFO:Step 20: Current Position = (0.16775, 0.16450, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.001324
2025-04-05 12:40:56,043:INFO:Step 21: Current Position = (0.16775, 0.16472, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.001104
2025-04-05 12:40:56,058:INFO:Step 22: Current Position = (0.16774, 0.16491, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.000917
2025-04-05 12:40:56,074:INFO:Step 23: Current Position = (0.16774, 0.16507, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.000762
2025-04-05 12:40:56,089:INFO:Step 24: Current Position = (0.16774, 0.16519, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.000635
2025-04-05 12:40:56,106:INFO:Step 25: Current Position = (0.16773, 0.16530, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0.000000, Distance = 0.000527
2025-04-05 12:40:56,120:INFO:Step 26: Current Position = (0.16773, 0.16539, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 1.000000, Distance = 0.000438
2025-04-05 12:40:56,307:INFO:Step 0: Current Position = (0.16819, 0.16595, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.032351
2025-04-05 12:40:56,322:INFO:Step 1: Current Position = (0.16858, 0.16707, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.031210
2025-04-05 12:40:56,338:INFO:Step 2: Current Position = (0.16898, 0.16874, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.029516
2025-04-05 12:40:56,354:INFO:Step 3: Current Position = (0.16911, 0.17082, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.027428
2025-04-05 12:40:56,370:INFO:Step 4: Current Position = (0.16940, 0.17291, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.025332
